transaction_id,year,transaction_time,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_type,product_detail,Revenue
49644,2025,17:58:45,1,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,2.5
49645,2025,18:00:15,1,3,Astoria,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,4.0
49646,2025,18:01:59,3,5,Lower Manhattan,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,9.0
49647,2025,18:03:01,2,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,7.0
49648,2025,18:03:22,1,5,Lower Manhattan,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,3.0
49649,2025,18:03:54,3,5,Lower Manhattan,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,9.0
49650,2025,18:05:26,2,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,5.0
49651,2025,18:06:51,2,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,7.5
49652,2025,18:13:31,1,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,4.25
49653,2025,18:16:05,1,8,Hell's Kitchen,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2.0
49654,2025,18:17:39,2,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,7.0
49655,2025,18:17:39,1,3,Astoria,73,3.75,Bakery,Pastry,Almond Croissant,3.75
49656,2025,18:19:42,2,5,Lower Manhattan,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,6.0
49657,2025,18:19:42,1,5,Lower Manhattan,70,3.25,Bakery,Scone,Cranberry Scone,3.25
49658,2025,18:21:09,2,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,6.2
49659,2025,18:21:45,2,5,Lower Manhattan,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,6.0
49660,2025,18:21:45,1,5,Lower Manhattan,79,3.75,Bakery,Scone,Jumbo Savory Scone,3.75
49661,2025,18:22:05,2,3,Astoria,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,6.0
49662,2025,18:22:05,1,3,Astoria,70,3.25,Bakery,Scone,Cranberry Scone,3.25
49663,2025,18:24:42,1,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,2.2
49664,2025,18:33:40,2,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,9.0
49665,2025,18:36:50,1,8,Hell's Kitchen,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,3.0
49666,2025,18:39:02,2,8,Hell's Kitchen,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,6.0
49667,2025,18:40:38,1,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,3.5
49668,2025,18:40:49,2,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino,7.5
49669,2025,18:40:49,1,3,Astoria,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5
49670,2025,18:44:31,1,8,Hell's Kitchen,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5
49671,2025,18:45:29,2,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,5.0
49672,2025,18:57:21,1,8,Hell's Kitchen,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,3.0
49673,2025,19:00:00,1,3,Astoria,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2.0
49674,2025,19:01:04,1,3,Astoria,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,3.0
49675,2025,19:02:42,1,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,4.5
49676,2025,19:04:00,2,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,5.0
49677,2025,19:07:13,2,3,Astoria,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,4.0
49678,2025,19:10:30,2,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,5.0
49679,2025,19:14:48,1,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,2.2
49680,2025,19:14:56,1,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,2.5
49681,2025,19:17:42,2,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,7.5
49682,2025,19:19:16,1,8,Hell's Kitchen,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2.0
49683,2025,19:24:35,2,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,7.5
49684,2025,19:24:57,2,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,7.5
49685,2025,19:25:55,1,8,Hell's Kitchen,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2.0
49686,2025,19:33:53,1,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,2.2
49687,2025,19:34:00,2,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,6.2
49688,2025,19:34:09,1,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,3.5
49689,2025,19:34:48,2,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,7.5
49690,2025,19:35:14,2,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,9.5
49691,2025,19:35:14,1,3,Astoria,77,3.0,Bakery,Scone,Oatmeal Scone,3.0
49692,2025,19:35:24,2,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,8.5
49693,2025,19:37:38,1,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,3.75
49694,2025,19:40:23,1,8,Hell's Kitchen,87,2.1,Coffee,Barista Espresso,Ouro Brasileiro shot,2.1
49695,2025,19:40:23,1,8,Hell's Kitchen,72,3.25,Bakery,Scone,Ginger Scone,3.25
49696,2025,19:40:32,1,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2.55
49697,2025,19:40:32,1,3,Astoria,72,3.25,Bakery,Scone,Ginger Scone,3.25
49698,2025,19:42:57,1,3,Astoria,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,3.0
49699,2025,19:44:56,2,3,Astoria,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,6.0
49700,2025,19:50:13,1,8,Hell's Kitchen,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,3.0
49701,2025,19:51:40,2,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,9.0
49702,2025,19:53:28,1,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,2.5
49703,2025,19:56:21,1,3,Astoria,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,3.0
49704,2025,19:56:50,2,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte,7.5
49705,2025,19:56:50,1,3,Astoria,70,3.25,Bakery,Scone,Cranberry Scone,3.25
49706,2025,6:00:31,2,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino,7.5
49707,2025,6:00:31,1,5,Lower Manhattan,63,0.8,Flavours,Regular syrup,Carmel syrup,0.8
49708,2025,6:00:56,1,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,2.2
49709,2025,6:01:02,3,5,Lower Manhattan,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,9.0
49710,2025,6:06:09,3,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,7.5
49711,2025,6:06:15,2,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,5.0
49712,2025,6:08:57,3,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,6.6000000000000005
49713,2025,6:20:17,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75
49714,2025,6:20:44,2,5,Lower Manhattan,87,2.1,Coffee,Barista Espresso,Ouro Brasileiro shot,4.2
49715,2025,6:20:44,2,5,Lower Manhattan,72,2.65,Bakery,Scone,Ginger Scone,5.3
49716,2025,6:21:55,1,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,3.5
49717,2025,6:26:56,3,5,Lower Manhattan,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,6.0
49718,2025,6:28:39,2,5,Lower Manhattan,87,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,6.0
49719,2025,6:30:20,1,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,2.5
49720,2025,6:30:25,2,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,9.0
49721,2025,6:31:04,1,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,4.5
49722,2025,6:32:48,2,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,7.0
49723,2025,6:32:48,1,5,Lower Manhattan,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25
49724,2025,6:34:38,1,8,Hell's Kitchen,74,3.5,Bakery,Biscotti,Ginger Biscotti,3.5
49725,2025,6:35:48,2,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,6.2
49726,2025,6:36:09,1,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,2.5
49727,2025,6:36:09,1,5,Lower Manhattan,73,3.75,Bakery,Pastry,Almond Croissant,3.75
49728,2025,6:37:11,1,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2.5
49729,2025,6:39:06,2,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,5.0
49730,2025,6:41:42,3,5,Lower Manhattan,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,12.0
49731,2025,6:44:38,2,5,Lower Manhattan,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,5.0
49732,2025,6:44:59,1,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,2.5
49733,2025,6:45:42,1,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2.5
49734,2025,6:46:47,1,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2.5
49735,2025,6:48:00,1,8,Hell's Kitchen,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25
49736,2025,6:48:10,2,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,5.0
49737,2025,6:49:48,2,8,Hell's Kitchen,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,6.0
49738,2025,6:49:53,1,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,2.5
49739,2025,6:51:23,1,8,Hell's Kitchen,37,3.0,Coffee,Barista Espresso,Espresso shot,3.0
49740,2025,6:53:39,1,8,Hell's Kitchen,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,3.0
49741,2025,6:54:01,2,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,9.0
49742,2025,6:55:06,1,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2.45
49743,2025,6:55:21,2,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,7.5
49744,2025,6:56:43,2,5,Lower Manhattan,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,5.0
49745,2025,6:57:07,2,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,5.0
49746,2025,6:57:14,3,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,13.5
49747,2025,6:57:14,1,5,Lower Manhattan,70,3.25,Bakery,Scone,Cranberry Scone,3.25
49748,2025,6:58:40,1,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,4.5
49749,2025,6:58:40,1,5,Lower Manhattan,79,3.75,Bakery,Scone,Jumbo Savory Scone,3.75
49750,2025,7:00:30,1,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2.55
49751,2025,7:00:30,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant,3.5
49752,2025,7:01:20,2,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,7.5
49753,2025,7:02:02,1,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,3.5
49754,2025,7:03:13,3,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,6.6000000000000005
49755,2025,7:03:16,3,5,Lower Manhattan,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,9.0
49756,2025,7:04:24,1,5,Lower Manhattan,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2.0
49757,2025,7:04:45,3,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,9.3
49758,2025,7:04:49,1,8,Hell's Kitchen,70,3.25,Bakery,Scone,Cranberry Scone,3.25
49759,2025,7:04:49,1,8,Hell's Kitchen,14,8.95,Loose Tea,Black tea,Earl Grey,8.95
49760,2025,7:06:54,1,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75
49761,2025,7:07:59,1,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,2.2
49762,2025,7:08:45,2,8,Hell's Kitchen,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,6.0
49763,2025,7:10:16,1,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,2.5
49764,2025,7:11:09,2,8,Hell's Kitchen,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,6.0
49765,2025,7:11:59,1,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,4.75
49766,2025,7:13:26,1,5,Lower Manhattan,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,2.5
49767,2025,7:14:24,2,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,7.0
49768,2025,7:14:24,1,5,Lower Manhattan,79,3.75,Bakery,Scone,Jumbo Savory Scone,3.75
49769,2025,7:14:32,1,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75
49770,2025,7:15:08,1,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,4.25
49771,2025,7:16:34,1,8,Hell's Kitchen,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2.0
49772,2025,7:17:05,2,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,7.5
49773,2025,7:18:27,1,5,Lower Manhattan,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,3.0
49774,2025,7:19:35,1,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2.5
49775,2025,7:20:00,2,8,Hell's Kitchen,37,3.0,Coffee,Barista Espresso,Espresso shot,6.0
49776,2025,7:21:01,1,3,Astoria,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,3.0
49777,2025,7:21:01,1,3,Astoria,72,3.25,Bakery,Scone,Ginger Scone,3.25
49778,2025,7:21:15,3,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,7.5
49779,2025,7:21:19,3,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,7.6499999999999995
49780,2025,7:21:59,2,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,7.0
49781,2025,7:24:52,2,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,5.0
49782,2025,7:26:53,1,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,2.2
49783,2025,7:27:57,2,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,7.0
49784,2025,7:28:29,2,3,Astoria,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,6.0
49785,2025,7:29:42,2,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,9.0
49786,2025,7:30:56,1,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg,4.25
49787,2025,7:32:21,2,3,Astoria,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,6.0
49788,2025,7:32:21,1,3,Astoria,78,4.5,Bakery,Scone,Scottish Cream Scone ,4.5
49789,2025,7:32:37,2,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,5.0
49790,2025,7:32:54,2,8,Hell's Kitchen,87,2.1,Coffee,Barista Espresso,Ouro Brasileiro shot,4.2
49791,2025,7:32:54,2,8,Hell's Kitchen,72,3.25,Bakery,Scone,Ginger Scone,6.5
49792,2025,7:33:12,1,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,3.5
49793,2025,7:34:20,1,5,Lower Manhattan,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,3.0
49794,2025,7:35:01,2,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,9.5
49795,2025,7:35:35,1,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,2.5
49796,2025,7:36:44,1,8,Hell's Kitchen,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,3.0
49797,2025,7:37:22,1,8,Hell's Kitchen,73,3.75,Bakery,Pastry,Almond Croissant,3.75
49798,2025,7:37:46,2,5,Lower Manhattan,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,6.0
49799,2025,7:37:46,1,5,Lower Manhattan,78,4.5,Bakery,Scone,Scottish Cream Scone ,4.5
49800,2025,7:39:27,1,5,Lower Manhattan,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,3.0
49801,2025,7:39:27,1,5,Lower Manhattan,78,4.5,Bakery,Scone,Scottish Cream Scone ,4.5
49802,2025,7:39:33,3,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,10.5
49803,2025,7:41:22,1,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2.5
49804,2025,7:41:59,1,5,Lower Manhattan,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,3.0
49805,2025,7:42:14,1,8,Hell's Kitchen,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,3.0
49806,2025,7:44:45,2,8,Hell's Kitchen,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,6.0
49807,2025,7:44:49,3,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,13.5
49808,2025,7:49:26,1,8,Hell's Kitchen,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,3.0
49809,2025,7:50:06,1,8,Hell's Kitchen,77,3.0,Bakery,Scone,Oatmeal Scone,3.0
49810,2025,7:50:14,1,3,Astoria,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,3.0
49811,2025,7:50:14,1,3,Astoria,78,4.5,Bakery,Scone,Scottish Cream Scone ,4.5
49812,2025,7:50:26,1,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,2.2
49813,2025,7:50:48,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75
49814,2025,7:50:48,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75
49815,2025,7:53:16,1,5,Lower Manhattan,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,3.0
49816,2025,7:54:44,3,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,7.5
49817,2025,7:55:28,1,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,3.75
49818,2025,7:56:06,3,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte,11.25
49819,2025,7:56:06,2,5,Lower Manhattan,84,0.8,Flavours,Regular syrup,Chocolate syrup,1.6
49820,2025,7:56:06,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant,3.5
49821,2025,7:56:10,2,8,Hell's Kitchen,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,6.0
49822,2025,7:56:15,2,8,Hell's Kitchen,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,6.0
49823,2025,8:01:05,1,8,Hell's Kitchen,79,3.75,Bakery,Scone,Jumbo Savory Scone,3.75
49824,2025,8:01:52,2,8,Hell's Kitchen,87,2.1,Coffee,Barista Espresso,Ouro Brasileiro shot,4.2
49825,2025,8:01:52,2,8,Hell's Kitchen,72,3.25,Bakery,Scone,Ginger Scone,6.5
49826,2025,8:02:33,1,3,Astoria,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2.0
49827,2025,8:03:41,2,3,Astoria,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,6.0
49828,2025,8:03:41,1,3,Astoria,73,3.75,Bakery,Pastry,Almond Croissant,3.75
49829,2025,8:04:36,1,8,Hell's Kitchen,87,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,3.0
49830,2025,8:04:39,2,3,Astoria,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,6.0
49831,2025,8:06:17,1,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75
49832,2025,8:06:18,1,8,Hell's Kitchen,75,3.5,Bakery,Pastry,Croissant,3.5
49833,2025,8:07:13,1,5,Lower Manhattan,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,3.0
49834,2025,8:07:13,1,5,Lower Manhattan,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5
49835,2025,8:10:32,1,8,Hell's Kitchen,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,3.0
49836,2025,8:10:36,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75
49837,2025,8:10:36,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75
49838,2025,8:10:48,1,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,2.2
49839,2025,8:12:37,1,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,3.1
49840,2025,8:12:49,1,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg,4.25
49841,2025,8:14:09,2,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,7.0
49842,2025,8:14:25,3,5,Lower Manhattan,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,9.0
49843,2025,8:15:02,1,8,Hell's Kitchen,7,19.75,Coffee beans,Premium Beans,Jamacian Coffee River,19.75
49844,2025,8:15:44,1,5,Lower Manhattan,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,3.0
49845,2025,8:15:44,1,5,Lower Manhattan,70,3.25,Bakery,Scone,Cranberry Scone,3.25
49846,2025,8:16:25,3,5,Lower Manhattan,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,9.0
49847,2025,8:16:57,1,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,2.2
49848,2025,8:17:19,2,5,Lower Manhattan,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,6.0
49849,2025,8:17:19,1,5,Lower Manhattan,73,3.75,Bakery,Pastry,Almond Croissant,3.75
49850,2025,8:17:19,1,5,Lower Manhattan,9,22.5,Coffee beans,Organic Beans,Organic Decaf Blend,22.5
49851,2025,8:19:06,1,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2.5
49852,2025,8:19:06,2,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,5.0
49853,2025,8:19:41,1,3,Astoria,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,3.0
49854,2025,8:19:48,1,5,Lower Manhattan,87,2.1,Coffee,Barista Espresso,Ouro Brasileiro shot,2.1
49855,2025,8:19:48,1,5,Lower Manhattan,72,2.65,Bakery,Scone,Ginger Scone,2.65
49856,2025,8:20:13,2,8,Hell's Kitchen,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,6.0
49857,2025,8:20:57,1,8,Hell's Kitchen,70,3.25,Bakery,Scone,Cranberry Scone,3.25
49858,2025,8:22:50,3,5,Lower Manhattan,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,9.0
49859,2025,8:24:19,2,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,7.0
49860,2025,8:24:21,2,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,5.0
49861,2025,8:24:34,2,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,5.0
49862,2025,8:24:34,1,5,Lower Manhattan,72,3.25,Bakery,Scone,Ginger Scone,3.25
49863,2025,8:24:49,1,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,3.5
49864,2025,8:26:01,1,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte,3.75
49865,2025,8:26:35,1,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,2.5
49866,2025,8:26:51,1,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,2.5
49867,2025,8:30:19,1,5,Lower Manhattan,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,3.0
49868,2025,8:30:19,1,5,Lower Manhattan,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5
49869,2025,8:30:55,1,8,Hell's Kitchen,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,3.0
49870,2025,8:31:47,1,8,Hell's Kitchen,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,3.0
49871,2025,8:33:44,1,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,2.2
49872,2025,8:35:49,2,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,6.2
49873,2025,8:38:45,2,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,5.0
49874,2025,8:41:15,2,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,6.2
49875,2025,8:41:18,1,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,2.2
49876,2025,8:42:42,2,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,7.0
49877,2025,8:43:27,1,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino,3.75
49878,2025,8:43:27,2,5,Lower Manhattan,84,0.8,Flavours,Regular syrup,Chocolate syrup,1.6
